date,value
2016-03-04,9098
2016-03-11,9081
2016-03-18,9065
2016-03-25,9052
2016-04-01,9034
2016-04-08,9011
2016-04-15,8990
2016-04-22,8969
2016-04-29,8923
2016-05-06,8880
2016-05-13,8839
2016-05-20,8796
2016-05-27,8774
2016-06-03,8760
2016-06-10,8741
2016-06-17,8718
2016-06-24,8690
2016-07-01,8611
2016-07-08,8553
2016-07-15,8507
2016-07-22,8481
2016-07-29,8489
2016-08-05,8479
2016-08-12,8504
2016-08-19,8513
2016-08-26,8520
2016-09-02,8523
2016-09-09,8497
2016-09-16,8488
2016-09-23,8490
2016-09-30,8492
2016-10-07,8482
2016-10-14,8470
2016-10-21,8471
2016-10-28,8485
2016-11-04,8546
2016-11-11,8600
2016-11-18,8646
2016-11-25,8691
2016-12-02,8692
2016-12-09,8721
2016-12-16,8745
2016-12-23,8761
2016-12-30,8780
2017-01-06,8817
2017-01-13,8857
2017-01-20,8905
2017-01-27,8942
2017-02-03,8950
2017-02-10,8958
2017-02-17,8968
2017-02-24,8997
2017-03-03,9025
2017-03-10,9058
2017-03-17,9090
2017-03-24,9118
2017-03-31,9146
2017-04-07,9178
2017-04-14,9208
2017-04-21,9238
2017-04-28,9261
2017-05-05,9281
2017-05-12,9294
2017-05-19,9308
2017-05-26,9320
2017-06-02,9321
2017-06-09,9328
2017-06-16,9335
2017-06-23,9312
2017-06-30,9317
2017-07-07,9334
2017-07-14,9354
2017-07-21,9394
2017-07-28,9417
2017-08-04,9423
2017-08-11,9441
2017-08-18,9471
2017-08-25,9496
2017-09-01,9335
2017-09-08,9298
2017-09-15,9294
2017-09-22,9298
2017-09-29,9493
2017-10-06,9525
2017-10-13,9249
2017-10-20,9239
2017-10-27,9237
2017-11-03,9272
2017-11-10,9581
2017-11-17,9619
2017-11-24,9651
2017-12-01,9673
2017-12-08,9707
2017-12-15,9740
2017-12-22,9758
2017-12-29,9776
2018-01-05,9704
2018-01-12,9695
2018-01-19,9726
2018-01-26,9760
2018-02-02,9950
2018-02-09,10080
2018-02-16,10178
2018-02-23,10269
2018-03-02,10298
2018-03-09,10326
2018-03-16,10360
2018-03-23,10398
2018-03-30,10420
2018-04-06,10456
2018-04-13,10490
2018-04-20,10528
2018-04-27,10568
2018-05-04,10612
2018-05-11,10658
2018-05-18,10693
2018-05-25,10730
2018-06-01,10754
2018-06-08,10799
2018-06-15,10842
2018-06-22,10875
2018-06-29,10900
2018-07-06,10900
2018-07-13,10925
2018-07-20,10950
2018-07-27,10950
2018-08-03,10925
2018-08-10,10900
2018-08-17,10900
2018-08-24,10925
2018-08-31,10975
2018-09-07,10975
2018-09-14,10975
2018-09-21,11000
2018-09-28,11025
2018-10-05,11100
2018-10-12,11075
2018-10-19,11025
2018-10-26,11050
2018-11-02,11150
2018-11-09,11350
2018-11-16,11550
2018-11-23,11675
2018-11-30,11700
2018-12-07,11675
2018-12-14,11650
2018-12-21,11650
2018-12-28,11650
2019-01-04,11675
2019-01-11,11750
2019-01-18,11800
2019-01-25,11850
2019-02-01,11900
2019-02-08,11900
2019-02-15,11925
2019-02-22,11975
2019-03-01,12025
2019-03-08,12050
2019-03-15,12075
2019-03-22,12075
2019-03-29,12100
2019-04-05,12150
2019-04-12,12150
2019-04-19,12175
2019-04-26,12200
2019-05-03,12200
2019-05-10,12200
2019-05-17,12200
2019-05-24,12200
2019-05-31,12250
2019-06-07,12300
2019-06-14,12300
2019-06-21,12250
2019-06-28,12200
2019-07-05,12200
2019-07-12,12150
2019-07-19,11950
2019-07-26,11950
2019-08-02,11950
2019-08-09,12025
2019-08-16,12275
2019-08-23,12350
2019-08-30,12375
2019-09-06,12400
2019-09-13,12425
2019-09-20,12425
2019-09-27,12425
2019-10-04,12475
2019-10-11,12525
2019-10-18,12550
2019-10-25,12600
2019-11-01,12600
2019-11-08,12650
2019-11-15,12700
2019-11-22,12775
2019-11-29,12850
2019-12-06,12850
2019-12-13,12850
2019-12-20,12850
2019-12-27,12850
2020-01-03,12875
2020-01-10,12925
2020-01-17,12950
2020-01-24,12975
2020-01-31,12975
2020-02-07,12975
2020-02-14,12975
2020-02-21,12975
2020-02-28,13025
2020-03-06,13025
2020-03-13,13050
2020-03-20,13050
2020-03-27,13025
2020-04-03,12875
2020-04-10,12675
2020-04-17,12475
2020-04-24,12250
2020-05-01,12125
2020-05-08,11950
2020-05-15,11775
2020-05-22,11600
2020-05-29,11425
2020-06-05,11300
2020-06-12,11050
2020-06-19,10950
2020-06-26,10900
2020-07-03,10875
2020-07-10,11000
2020-07-17,11025
2020-07-24,11050
2020-07-31,11050
2020-08-07,10975
2020-08-14,10875
2020-08-21,10800
2020-08-28,10475
2020-09-04,10300
2020-09-11,10350
2020-09-18,10325
2020-09-25,10575
2020-10-02,10825
2020-10-09,10725
2020-10-16,10525
2020-10-23,10625
2020-10-30,10500
2020-11-06,10500
2020-11-13,10750
2020-11-20,10725
2020-11-27,10875
2020-12-04,11025
2020-12-11,11050
2020-12-18,11050
2020-12-25,11025
2021-01-01,11000
2021-01-08,11000
2021-01-15,11000
2021-01-22,10975
2021-01-29,10950
2021-02-05,10950
2021-02-12,10900
2021-02-19,10600
2021-02-26,10375
2021-03-05,10350
2021-03-12,10375
2021-03-19,10700
2021-03-26,10975
2021-04-02,10975
2021-04-09,11000
2021-04-16,11000
2021-04-23,10950
2021-04-30,10950
2021-05-07,10950
2021-05-14,10950
2021-05-21,10975
2021-05-28,10950
2021-06-04,10950
2021-06-11,11000
2021-06-18,11025
2021-06-25,11100
2021-07-02,11175
2021-07-09,11225
2021-07-16,11300
2021-07-23,11325
2021-07-30,11300
