USA,,,1995,37,1995;09;04,1995-09-04,,,,,,,,,,,,,1.111,,All
USA,,,1995,38,1995;09;11,1995-09-11,,,,,,,,,,,,,1.107,,All
USA,,,1995,39,1995;09;18,1995-09-18,,,,,,,,,,,,,1.106,,All
USA,,,1995,40,1995;09;25,1995-09-25,,,,,,,,,,,,,1.106,,All
USA,,,1995,41,1995;10;02,1995-10-02,,,,,,,,,,,,,1.1,,All
USA,,,1995,42,1995;10;09,1995-10-09,,,,,,,,,,,,,1.092,,All
USA,,,1995,43,1995;10;16,1995-10-16,,,,,,,,,,,,,1.081,,All
USA,,,1995,44,1995;10;23,1995-10-23,,,,,,,,,,,,,1.073,,All
USA,,,1995,45,1995;10;30,1995-10-30,,,,,,,,,,,,,1.062,,All
USA,,,1995,46,1995;11;06,1995-11-06,,,,,,,,,,,,,1.06,,All
USA,,,1995,47,1995;11;13,1995-11-13,,,,,,,,,,,,,1.059,,All
USA,,,1995,48,1995;11;20,1995-11-20,,,,,,,,,,,,,1.056,,All
USA,,,1995,49,1995;11;27,1995-11-27,,,,,,,,,,,,,1.057,,All
USA,,,1995,50,1995;12;04,1995-12-04,,,,,,,,,,,,,1.058,,All
USA,,,1995,51,1995;12;11,1995-12-11,,,,,,,,,,,,,1.057,,All
USA,,,1995,52,1995;12;18,1995-12-18,,,,,,,,,,,,,1.072,,All
USA,,,1995,53,1995;12;25,1995-12-25,,,,,,,,,,,,,1.075,,All
USA,,,1996,1,1996;01;01,1996-01-01,,,,,,,,,,,,,1.077,,All
USA,,,1996,2,1996;01;08,1996-01-08,,,,,,,,,,,,,1.086,,All
USA,,,1996,3,1996;01;15,1996-01-15,,,,,,,,,,,,,1.092,,All
USA,,,1996,4,1996;01;22,1996-01-22,,,,,,,,,,,,,1.084,,All
USA,,,1996,5,1996;01;29,1996-01-29,,,,,,,,,,,,,1.079,,All
USA,,,1996,6,1996;02;05,1996-02-05,,,,,,,,,,,,,1.076,,All
USA,,,1996,7,1996;02;12,1996-02-12,,,,,,,,,,,,,1.073,,All
USA,,,1996,8,1996;02;19,1996-02-19,,,,,,,,,,,,,1.078,,All
USA,,,1996,9,1996;02;26,1996-02-26,,,,,,,,,,,,,1.099,,All
USA,,,1996,10,1996;03;04,1996-03-04,,,,,,,,,,,,,1.115,,All
USA,,,1996,11,1996;03;11,1996-03-11,,,,,,,,,,,,,1.116,,All
USA,,,1996,12,1996;03;18,1996-03-18,,,,,,,,,,,,,1.128,,All
USA,,,1996,13,1996;03;25,1996-03-25,,,,,,,,,,,,,1.158,,All
USA,,,1996,14,1996;04;01,1996-04-01,,,,,,,,,,,,,1.172,,All
USA,,,1996,15,1996;04;08,1996-04-08,,,,,,,,,,,,,1.195,,All
USA,,,1996,16,1996;04;15,1996-04-15,,,,,,,,,,,,,1.234,,All
USA,,,1996,17,1996;04;22,1996-04-22,,,,,,,,,,,,,1.243,,All
USA,,,1996,18,1996;04;29,1996-04-29,,,,,,,,,,,,,1.257,,All
USA,,,1996,19,1996;05;06,1996-05-06,,,,,,,,,,,,,1.259,,All
USA,,,1996,20,1996;05;13,1996-05-13,,,,,,,,,,,,,1.262,,All
USA,,,1996,21,1996;05;20,1996-05-20,,,,,,,,,,,,,1.269,,All
USA,,,1996,22,1996;05;27,1996-05-27,,,,,,,,,,,,,1.26,,All
USA,,,1996,23,1996;06;03,1996-06-03,,,,,,,,,,,,,1.252,,All
USA,,,1996,24,1996;06;10,1996-06-10,,,,,,,,,,,,,1.247,,All
USA,,,1996,25,1996;06;17,1996-06-17,,,,,,,,,,,,,1.241,,All
USA,,,1996,26,1996;06;24,1996-06-24,,,,,,,,,,,,,1.23,,All
USA,,,1996,27,1996;07;01,1996-07-01,,,,,,,,,,,,,1.219,,All
USA,,,1996,28,1996;07;08,1996-07-08,,,,,,,,,,,,,1.217,,All
USA,,,1996,29,1996;07;15,1996-07-15,,,,,,,,,,,,,1.215,,All
USA,,,1996,30,1996;07;22,1996-07-22,,,,,,,,,,,,,1.215,,All
USA,,,1996,31,1996;07;29,1996-07-29,,,,,,,,,,,,,1.209,,All
USA,,,1996,32,1996;08;05,1996-08-05,,,,,,,,,,,,,1.199,,All
USA,,,1996,33,1996;08;12,1996-08-12,,,,,,,,,,,,,1.196,,All
USA,,,1996,34,1996;08;19,1996-08-19,,,,,,,,,,,,,1.199,,All
USA,,,1996,35,1996;08;26,1996-08-26,,,,,,,,,,,,,1.201,,All
USA,,,1996,36,1996;09;02,1996-09-02,,,,,,,,,,,,,1.193,,All
USA,,,1996,37,1996;09;09,1996-09-09,,,,,,,,,,,,,1.201,,All
USA,,,1996,38,1996;09;16,1996-09-16,,,,,,,,,,,,,1.203,,All
USA,,,1996,39,1996;09;23,1996-09-23,,,,,,,,,,,,,1.203,,All
USA,,,1996,40,1996;09;30,1996-09-30,,,,,,,,,,,,,1.199,,All
USA,,,1996,41,1996;10;07,1996-10-07,,,,,,,,,,,,,1.191,,All
USA,,,1996,42,1996;10;14,1996-10-14,,,,,,,,,,,,,1.203,,All
USA,,,1996,43,1996;10;21,1996-10-21,,,,,,,,,,,,,1.205,,All
USA,,,1996,44,1996;10;28,1996-10-28,,,,,,,,,,,,,1.217,,All
USA,,,1996,45,1996;11;04,1996-11-04,,,,,,,,,,,,,1.225,,All
