"","Day","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"251","251",25133.69,17173.33,14610.33,25538.18,15954.56,10219.5,6802.93,35789.84,14415.18,58872.35,16373.78,46798.85,36829.89,NA
"252","252",26220.19,15790.12,14610.33,29623.86,19542.35,19272.62,NA,37024.96,14435.95,47995.96,16461.82,46798.85,39104.97,NA
"253","253",26220.19,18246.32,14610.33,20667.65,20900.89,17109.84,7273.59,36978.54,14435.94,47995.96,16245.9,47555.78,32699.72,NA
"254","254",26220.19,21405.72,20768.64,14460.54,22203.46,16357.63,7200.79,30564.32,14435.94,55525.15,19423.02,45145.64,32702.4,NA
"255","255",26220.19,21405.72,19086.44,15620.87,24366.01,17894.56,7365.25,29679.85,13689.13,57704.75,18474.65,49258.61,33270.67,NA
"256","256",22843.51,25016.04,20846.55,18254.56,26059.15,21705.26,7800.17,25508.82,13906.73,59500.06,16033.13,55941.38,37276.96,NA
"257","257",22843.51,24582.72,20846.55,18183.94,25904.33,21705.26,7854.38,30516.92,11153.33,59500.06,14817.52,64856.76,38901.58,NA
"258","258",23093.56,41774.62,20846.55,15344.79,28246.1,21619.41,11191.77,41901.34,10930.24,59585.98,14817.52,67755.96,40808.55,NA
"259","259",24749.59,32287.36,20794.89,18952.57,33378.74,22577.88,11141.8,33246.94,14625,57136,15450.47,65960.92,40128.06,NA
"260","260",26336.29,26702.66,19873.51,14444.18,32954.6,22132.41,12694.72,33600.8,18283.74,57136,27841.55,65652.84,45409.33,NA
"261","261",26336.29,24450.53,19873.51,11891.03,33055.37,20724.97,19439.09,36429.72,18261.5,53557.31,20433.16,65720.35,42421.34,NA
"262","262",34873.71,25183.22,19873.51,19506.61,35526.58,20458.78,23961.48,42509.84,18244.87,67146.08,28991.32,74897.16,43299.44,NA
"263","263",34873.71,27087.33,19873.51,27695.45,38232.62,20294.46,16468.89,46203.1,18244.87,66345.8,29773.38,74897.16,50312.14,NA
"264","264",34873.71,31730.63,20587.6,25912.62,40931.67,19806.04,17372.4,44264.73,17649.19,60863.98,32664.14,74926.99,47930.9,NA
"265","265",45661.55,31730.63,20443.93,21900.78,38893.95,20671,17372.4,46382.46,21307.62,63587.91,32664.14,79847.96,55374.07,NA
"266","266",45661.55,38694.27,20443.93,22516.35,36719.89,20671,20210.35,46382.46,27675.54,63645.56,40940.61,77803.57,56923.89,NA
"267","267",47540.5,38694.27,21251.57,22266.27,36008.54,24165.5,25460.12,53306.65,29244.03,67963.36,40026.38,75151.2,53931.61,NA
"268","268",53622.31,41385.22,21251.57,26851.76,32262.14,25992.07,25460.12,54718.1,24249.26,78572.8,35976.53,74168.91,61827.38,NA
"269","269",53622.31,43125.81,25369.63,27269.26,32262.14,25777.74,26005.17,59321.81,25534.68,77996.88,39168.43,73728.07,65246.9,NA
"270","270",58985.45,43623.97,22575.89,28605.01,30832.58,25246.46,30196.03,60262.4,29319.09,74017.89,39168.43,74122.48,65043.23,NA
"271","271",59377.69,43623.47,31524.98,58148.19,33567.45,25246.46,31681.06,60530.01,30802.28,73642.68,39168.43,82773.93,69078.86,NA
"272","272",59377.69,42247.27,31524.98,60022.28,33567.45,27283.79,32526.57,61011.12,46280.01,70597.52,39168.43,83218.97,70780.21,NA
"273","273",55068,42247.27,32521.7,NA,38881.27,31196.08,34169.08,71411.73,53782.55,71775.35,50140.85,85754.92,70138.33,NA
"274","274",56840.91,51770.43,34219.11,60013.83,45405,31196.08,33967.86,72270.03,52877.42,71775.35,47087.83,87505,75911,NA
"275","275",56840.91,51770.43,37929.26,57032.22,63387.23,30345.77,33967.86,60960.97,49460.26,71775.35,46584.25,82681.41,72867.6,NA
"276","276",56840.91,67827.43,37929.26,57570.78,66926.98,31270.86,37454.63,60596.67,50785.44,87263.74,45889.17,92218.1,73412.09,NA
"277","277",56840.91,74936.31,37929.26,57305.96,70283.96,44419.59,38285.99,62055.58,49268.94,90951.97,44671.76,92218.1,74490.34,NA
"278","278",56840.91,72161.87,37929.26,57616.04,70937.67,46838.09,40835.15,61974.74,49268.94,97324.22,43765.72,87563.9,82153.44,NA
"279","279",58461.6,72161.87,37929.26,71654.58,69935.65,44510.55,40835.15,71571.16,59953.88,96488.36,42977.9,84518.62,93575.95,NA
"280","280",58461.6,75320.69,60783.12,71654.58,64092.61,44510.55,40835.15,72899.61,63029.34,97359.09,49910.98,81965.21,86965.28,NA
"281","281",58461.6,71398.9,60783.12,78079.34,63084.4,45247.65,40835.15,72899.61,65307.55,97359.09,53040.51,82982.72,66892.72,NA
"282","282",58461.6,73481.47,60765.27,84406.1,69403.63,50932.29,40584.36,73838.47,65564.67,98692.31,52790.44,84361.01,64245.35,NA
"283","283",52350.26,84057.8,60765.27,91165.48,71620.44,46019.02,45081.95,81061.64,67405.39,98692.31,66385.01,102196.06,72414.26,NA
"284","284",51100.21,84057.8,72346.9,86872.53,92868.14,47179.93,45116.37,93214.41,74631.49,100096.55,68784.96,105911.68,84010.51,NA
"285","285",51100.21,97971.45,73819.07,97924.86,106445.9,50757.83,41299.41,95348.88,74631.49,100096.55,66760.13,115268.04,100674.29,NA
"286","286",51100.21,93668.54,75146.26,99169.82,102723.39,72612.6,39980.09,100972.29,74631.49,100130.26,66760.13,141221.99,109402.49,NA
"287","287",55535.2,93668.54,72069.09,99169.82,111320.7,101748.59,39980.09,101709.67,66930.07,100130.26,58969.16,141761.19,114038.04,NA
"288","288",60314.95,86610.12,74258.88,97614.67,104860.74,101395.64,47372.44,94638.07,68044.43,110433.03,66264.82,148173.36,122800.78,NA
"289","289",63367.48,92878.38,74258.88,119725.58,106999.9,136743.71,47390.56,112230.08,69086.44,113254.66,82254.91,199258.58,124843.32,NA
"290","290",63367.48,92878.38,69190.04,129104.38,109885.84,170424.08,55776.15,135516,NA,113254.66,100986.13,187039.53,145521,NA
"291","291",63367.48,83795.44,69190.04,130988.32,118846.35,175259.42,55776.15,134579.29,70789.29,124013.23,116830.93,187039.53,161342.73,NA
"292","292",63367.48,90620.16,69190.04,142241.99,115497.58,175259.42,56026.01,134579.29,70789.29,138677.67,100079.52,175096.94,184399.74,NA
"293","293",63367.48,90620.16,110117.22,138161.32,125936.72,180649.42,64499.84,134579.29,NA,147731.11,100079.52,180193.46,211973.42,NA
"294","294",63367.48,90620.16,110137.75,138161.32,117686.22,180649.42,64499.84,124602.01,NA,147731.11,149604.33,180119.23,236025.85,NA
"295","295",63367.48,90620.16,160813.95,161518.02,117686.22,244312.03,64499.84,155210.97,151110.18,151137.38,154870.44,224103.94,253656.33,NA
"296","296",63367.48,117805.36,157651.27,169819.11,116150.46,282339.33,50753.92,165643.99,168905.42,207417.61,154870.44,234623.6,265205.01,NA
"297","297",63367.48,132883.81,185393.69,193627.71,114908.23,282339.33,55995.66,175456.63,168991.04,257334.54,154870.44,235611.47,283193,NA
"298","298",78213,132883.81,216238.96,204027.46,120095.95,292604.35,57179.08,207645.37,168991.04,257334.54,154870.44,221769.07,300555.75,NA
"299","299",80743.94,132883.81,262675.74,211656.67,136474.97,303893.7,63276.18,238162.09,204102.27,265834.13,161192.58,248763.13,360699.12,NA
"300","300",85352.37,179394.9,275176.62,233731.19,136580.96,305677.7,66103.94,252504.64,263324.09,239563.38,147622.34,257830.44,348014.32,NA
"301","301",90422.17,179394.9,254936.3,314364.79,134277.21,321116.34,68058.46,255890,266678.9,246110.92,170964.56,284533.75,342712.44,NA
"302","302",90422.17,187163.74,237306.34,284667.66,177585.22,336164.41,67250.61,281051.91,266714,260162.12,214353.47,334614.67,387651.54,NA
"303","303",102375.02,255102.38,255382.61,293385.76,206366.84,343823.71,67250.61,282590.62,266714,265465.13,204228.23,334700.29,398210.75,NA
"304","304",102375.02,289373.64,266181.8,NA,238141.66,375830.78,73148.02,293670.54,263230.81,301618.39,195003.06,359489.12,427557.45,NA
"305","305",107921.46,268889.11,271084.76,369584.58,255802.65,376492.32,73986.05,291945.66,267295.71,317720.36,262585.91,368504.98,438867.6,NA
"306","306",107921.46,307924.59,287293.67,400604.38,274779.68,371270.95,81739.12,321267.29,288097.62,345437.3,213117.42,370756.59,459842.63,NA
"307","307",107921.46,333494.23,287293.67,400671.23,277783.16,392496.68,81739.12,370814.51,304987.11,432157.21,226848.63,NA,484865.2,NA
"308","308",118500.6,336380.03,337218.98,444234.96,267509.32,442522.92,139625.39,373921.38,312897.44,469332.81,242202.36,NA,529001.67,NA
"309","309",124007.5,336380.03,406041.34,444234.96,265430.4,470451.13,139625.39,365170.39,316989.92,480400.11,250525.13,448188.11,554687.43,NA
"310","310",151850.38,408832.27,406041.34,489320.51,248401.25,476274.11,139625.39,365751.33,326676,499930.03,236042.69,472894.64,555716.46,NA
"311","311",172062.8,418808.02,448149.34,478286.72,244825.25,473554.59,180601.41,359322.03,340129.78,572321.18,267483.43,501662.96,589492.01,NA
"312","312",200934.36,455729.74,448149.34,480792.57,250323.24,489157.6,233746.95,397018.02,377479.72,615326.12,316826.03,513271.86,604497.06,NA
"313","313",200934.36,455729.74,448149.34,504529.48,256210.72,519522.14,274137.22,400737.69,387315.42,638023.48,359869.68,584033.83,611442.66,NA
"314","314",234892.05,458097.83,522963.23,523289.71,266099.94,550519.07,274137.22,457793.96,397084.93,673974.7,359869.68,620469.82,627007.63,NA
"315","315",266200.76,475163.74,539167.32,540635.19,276957.88,557690.02,302218.23,457793.96,397084.93,702650.43,349189.37,608720.47,652749.71,NA
"316","316",266200.76,526700.68,554730.14,564233.16,343989.67,563780.27,316812.67,505261.91,407343.78,702650.43,394770.66,631673.87,663722.81,NA
"317","317",266200.76,531804.49,588321.21,584773.7,353785.22,564375.85,323093.08,534302.51,429664.08,734843.21,431974.34,629335.87,684590.07,NA
"318","318",303998.58,526516.39,588321.21,607049.37,367942.86,555093.8,355628.14,623654.62,426237.52,773338.42,418152.56,635105.28,684100.91,NA
"319","319",316207.26,533930.79,606496.6,622235.18,378556.49,549741.05,367856.36,597658.44,426417.68,795562.16,463351.02,668484.06,705887.01,NA
"320","320",338239.77,545898.83,599606.89,630231.52,403422.87,551703.14,367709.76,613443.27,420729.61,785403.68,488575.27,702079.98,711714.8,NA
"321","321",344561.49,548905.14,599486.21,631509.25,437494.58,551598.63,393071.02,614842.41,442201.86,785403.68,524707.8,761452.81,727712.31,NA
"322","322",344561.49,552275.44,603754.5,655869.02,461780.25,573192.39,466965.55,612425.61,455426.44,778098.34,537214.47,762534.41,751989.84,NA
"323","323",344561.49,552480.72,604570.11,676327.63,468280.44,579134.11,487424.43,608532.06,479929.07,776490.86,510505.01,747824.29,757787.86,NA
"324","324",344561.49,532588.68,609511.32,672901.51,474639.93,589190.15,483451.98,609961,466096.89,776490.86,480439.37,746670.45,768198.91,NA
"325","325",344561.49,542244.4,628940.71,694502.84,468474.69,602857.46,491761.81,630884.73,476023.14,772103.25,497777.53,739024.76,777638.39,NA
"326","326",344561.49,559623.25,653001.34,725604.25,480162.36,612723.27,539721.58,658139.93,478508.53,759671.02,506685.76,704417.6,771516.74,NA
"327","327",436578.12,585928.79,645584.46,745447.1,474120.5,620757.09,553961.67,658139.93,495576.13,759671.02,542981.07,686097.46,786600.94,NA
"328","328",448781.46,585928.79,645584.46,774456.22,447349,620047.64,585669.02,658139.93,495576.13,761998.11,589380.21,702514.99,758528.39,NA
"329","329",450204.56,599885.86,688853.04,784692.53,474316.45,630109.3,588850.84,669091.85,498176.83,792382.38,651236.88,701760.72,765986.63,NA
"330","330",458622.67,636090.82,696982.1,773071.22,491350.28,649801.39,600438.93,657696.97,543918.87,797892.61,687469.44,703026.54,753629.2,NA
"331","331",479020.63,663028.23,717276.55,780216.62,500907.32,654622.08,630747.57,685441.8,565668.83,817020.21,663082.69,705657.13,745012.1,NA
"332","332",479020.63,678176.61,721681.95,792627.05,499058.48,678724.33,613129.65,754204.22,565668.83,817020.21,649228.65,739708.49,760567.34,NA
"333","333",498214.29,663028.23,723300.34,792228.33,474283.56,684265.48,599086.44,769646.77,596304.33,831271.24,688758.63,738051.29,795839.54,NA
"334","334",498214.29,708496.69,721769.61,NA,446490.14,691737.07,597252.43,800874.04,634670.87,835762.47,722701.81,728933.09,804404.9,NA
"335","335",546794.93,742718.92,721769.61,791131.48,429015.84,705486.97,627037.54,819059.8,645952.2,849183.36,727508.94,732844.8,822747.83,NA
"336","336",565379.97,755389.75,719107.48,802927.02,449121.31,701634.43,647271.84,822886.91,650501.6,858632.78,753430.28,757023.66,830608.71,NA
"337","337",569580.57,755389.75,727453.94,792678.73,479502.67,709135.78,647271.84,827768.16,647144.11,858632.78,784424.74,751595.92,837646.51,NA
"338","338",585163.62,755389.75,734492.68,790989.15,501500.82,728072.54,679174.05,834768,719722.34,873992.3,782067.69,799385.61,841082.33,NA
"339","339",596811.28,755389.75,764580.9,789034.26,507301.62,736635.86,706026.47,860192.63,692240.18,896934.88,792153.76,817582.37,802202.7,NA
"340","340",646023.28,754248.94,767199.15,800803.99,527661.08,755791.28,723882.11,878570.7,696259.61,896934.88,809501.96,802834.03,828295.25,NA
"341","341",651144.45,744347.93,758221.41,804694.27,538052.29,772748.74,759280.7,860505.53,795771.08,915319.16,823984.74,807499.52,847695.23,NA
"342","342",651144.45,740589.73,777451.46,817169.43,552552.35,785921.35,765479.34,837125.07,796418.37,915319.16,820216.86,807499.52,868077.22,NA
"343","343",669269.91,746716.96,776867.11,835739.33,550271.87,752571.85,733514.07,856775.54,806090.95,951355.11,820951.85,766702.28,907565.9,NA
"344","344",680047.12,751519.01,789698.61,833446.47,557890.05,755388.69,728874.45,864874.36,830989.72,950659.07,818160.66,758102.55,888694.3,NA
"345","345",689936.85,753392.85,771321.62,829092.39,576389.47,765428.36,773725.59,898674.95,895442.92,961579.21,847152.31,807307.31,891356.57,NA
"346","346",719219.14,765085.49,814249.07,843390.73,594731.77,783616.4,785243,876798.85,895442.92,989562.64,848638.74,820291.07,893003.64,NA
"347","347",726086.08,782889.27,827266.9,834226.51,606451.62,802303.2,776933.33,872695.53,893124.39,989562.64,848638.74,814561.34,908425.23,NA
"348","348",727218.23,793615.67,833835.74,817298.12,611348.07,805258,769066.01,907154.14,883581.44,989562.64,846063.66,835323.02,920182.69,NA
"349","349",731675.71,852443.36,836073.27,810102.86,626512.45,823095.69,778552.13,926366.65,887832.13,989562.64,853833.16,851433.76,933649.66,NA
"350","350",732184.07,880093.79,858049.72,806438.65,641405.88,824534.93,778552.13,935015.25,887832.13,993014.25,877665.39,816665.07,920668.86,NA
"351","351",719753.24,899179.68,849219.77,809482.39,621399.79,830141.48,789729.76,978728.53,877925.01,1014227.07,872899.97,804146.39,938306.91,NA
"352","352",719650.41,904117.86,860587.2,814585.78,618120.75,843699.08,823657.65,995075.42,898199.76,1020840.86,907710.75,833120.93,951195.58,NA
"353","353",733977.73,928174.24,882805.77,808401.61,627088.31,821686.4,862927.42,1035564.83,945251.31,1049594.32,906458.97,850789.41,945359.85,NA
"354","354",733977.73,947235.88,919794.67,801530.09,629443.96,841181.57,893611.29,1017145.4,932408.31,1107339.51,897827.27,886189.3,934298.31,NA
"355","355",733977.73,982929.15,938059.39,791226.94,631485.07,846731.33,874915.57,1021369.78,932702.49,1109554.6,952305.41,879968.65,939287.56,NA
"356","356",733977.73,997018.21,974087.02,806241.06,630041.41,892923.8,878712.22,1026423.02,1001814.06,1109554.6,956648.91,876463.18,946730.93,NA
"357","357",743024.66,1000640.28,974848.54,820399.58,627745.07,909586.32,857689.71,1099234.66,1022245.32,1100786.12,1020222.79,876409.51,955923.45,NA
"358","358",849635.05,1000640.28,1048020.09,835491.26,611960.38,923601.57,863995.48,1119334.65,1046122.66,1115150.51,1026616.84,918935.88,926078.82,NA
"359","359",874367.97,1033148.11,1054555.82,840428.26,626834.18,928624.68,853391.77,1176845.17,1052294.58,1118861.18,1028045.11,925627.53,919400.68,NA
"360","360",895222.3,1045122.64,1051388.51,843262.97,636847.02,930601.22,853391.77,1190980.37,1055855.2,1118861.18,1039868.6,935700.91,911244.28,NA
"361","361",895222.3,1062921.34,1056643.97,846683.74,624327.1,985125.15,843600.92,1176077.3,1058092.88,1118861.18,1073862.61,906729.67,915363.33,NA
"362","362",895222.3,1067214.23,1050815.52,864716.22,633777.32,983078.28,848392.51,1248761.61,1017263.42,1130736.69,1112778.92,904596.7,949723.34,NA
"363","363",858369.52,1068729.43,1076372.43,856382.66,642716.88,974383.03,863574.1,1267100.6,980494.38,1153876.82,1122396.28,921146.2,961738.89,NA
"364","364",865545.47,1074826.96,1097053.74,817751.58,647702.15,980137.4,931450.75,1276481.34,1005399.72,1172100.72,1155841.15,962829.75,998038.91,NA
"1091","365",NA,NA,1087331.56,NA,677558.55,1017217.21,933876.26,1283706.66,1023476.85,1181296.77,1154928.11,978074,1069625.52,NA
"2522","366",NA,NA,NA,NA,NA,NA,945453.8,NA,NA,NA,1157052.41,NA,NA,NA
